Date,MAT_AAL,CST_ABF,FIN_ALW,MAT_ANTO,FIN_AV,HC_AZN,IND_BA,IND_BAB,CST_BATS,RE_BLND,IND_BNZL,TEL_BT-A,TECH_CCC,UTL_CNA,IND_CPG,IND_DCC,IND_DPLM,FIN_FCIT,CD_GAW,HC_GSK,IND_HLMA,FIN_HSX,IND_HWDN,FIN_ICG,FIN_III,IND_IMI,CD_INF,CD_JD,CD_KGF,RE_LAND,FIN_LGEN,FIN_LLOY,CST_MKS,UTL_NG,CD_NXT,FIN_PRU,IND_PSN,CD_PSON,CD_REL,IND_RKT,IND_RTO,CST_SBRY,FIN_SDR,TECH_SGE,RE_SGRO,IND_SMIN,FIN_SMT,IND_SPX,UTL_SSE,FIN_STAN,FIN_STJ,UTL_SVT,CST_TSCO,CD_ULVR,UTL_UU,TEL_VOD,IND_WEIR,CD_WTB,CST_AEP,FIN_ASL,FIN_ATT,IND_AVON,CST_BAG,IND_BBY,FIN_BGFD,IND_BKG,CD_BMY,IND_BOY,FIN_BRSC,FIN_BRWM,FIN_BUT,IND_BWY,RE_BYG,FIN_CGT,IND_CHG,IND_CKN,CST_COA,IND_COST,FIN_CTY,CD_FOUR,CST_CWK,RE_DLN,CD_DOM,IND_DSCV,FIN_EDIN,FIN_EWI,CD_EZJ,FIN_FEML,FIN_FEV,CD_FGP,FIN_FGT,FIN_FSV,TECH_GBG,IND_GDWN,IND_GFRD,CST_GNC,HC_GNS,RE_GPE,CST_GRG,RE_GRI,FIN_GSCT,FIN_HANA,IND_HAS,FIN_HFEL,RE_HMSO,FIN_EMG,FIN_HGT,FIN_HRI,FIN_HSL,ENE_HTG,FIN_IAD,FIN_ICGT,CD_ITV,FIN_JAM,FIN_JCH,FIN_JEDT,FIN_JFJ,FIN_JGGI,MAT_JMAT,FIN_JMGI,IND_JSG,IND_KIE,IND_KLR,FIN_LWDB,IND_MGAM,IND_MGNS,FIN_MRCH,IND_MTO,FIN_ATR,FIN_MUT,IND_OXIG,FIN_PAG,FIN_PHI,RE_PHP,UTL_PNN,FIN_RAT,FIN_RCP,CD_RNK,IND_ROR,IND_RS1,IND_RSW,RE_SVS,CD_JDW,FIN_SAIN,FIN_SDP,IND_SNR,IND_SRP,CST_TATE,IND_TCAP,TEL_TEP,IND_TPK,FIN_TRY,IND_TW,RE_UTG,MAT_VCT,IND_VSVS,IND_VTY,RE_WKP,IND_ZIG
2001-01-01,980.7457275390625,500.71868896484375,316.83258056640625,87.70842742919922,1050.9923095703125,3345.539306640625,378.2575378417969,91.62760925292969,502.8812561035156,389.3453369140625,413.39520263671875,393.91387939453125,505.1025390625,253.77525329589844,4.234277725219727,890.9776000976562,51.433555603027344,66.52800750732422,132.4724578857422,1877.2889404296875,136.22970581054688,201.8308563232422,68.93779754638672,459.604736328125,1099.24560546875,268.4851379394531,549.1980590820312,2.5831968784332275,479.7415466308594,789.6988525390625,181.84011840820312,455.117919921875,218.22125244140625,659.7784423828125,798.2423095703125,785.8308715820312,240.97532653808594,1575.4827880859375,826.328125,931.8197631835938,229.72470092773438,444.8047790527344,222.63365173339844,320.7174072265625,738.7822265625,1202.1068115234375,84.10883331298828,378.4210510253906,611.70068359375,768.1682739257812,421.18896484375,1101.32275390625,342.1768798828125,1349.4737548828125,654.6875,287.5724792480469,235.9602813720703,727.86328125,4.383924961090088,284.838134765625,48.25,204.8911590576172,61.07554626464844,103.26619720458984,173.88455200195312,778.2001342773438,209.97021484375,411.7423095703125,48.92062759399414,90.68121337890625,480.732666015625,339.6170654296875,133.71864318847656,96.52411651611328,57.27947235107422,163.41372680664062,20.195165634155273,90.0282211303711,239.5133514404297,427.4535827636719,206.12506103515625,732.3563842773438,3.464884042739868,491.5589599609375,531.1996459960938,48.42301940917969,377.3852844238281,111.65821075439453,54.60541915893555,200.40435791015625,194.68788146972656,47.46797561645508,31.365375518798828,66.9974365234375,16.095462799072266,142.9488525390625,121.98211669921875,283.12969970703125,238.16650390625,67.07898712158203,25.008092880249023,87.77423095703125,382.2134704589844,103.82860565185547,1417.0687255859375,115.72550201416016,35.41950225830078,490.7638244628906,328.48388671875,146.88819885253906,47.46464538574219,314.15228271484375,218.6432342529297,174.63497924804688,512.7470703125,77.67667388916016,262.3171691894531,116.27388763427734,1545.96142578125,13.03996467590332,260.6283264160156,192.5023956298828,162.97891235351562,237.407470703125,284.2479248046875,290.8476257324219,394.9859619140625,97.38312530517578,77.16507720947266,527.437255859375,181.96725463867188,209.8218231201172,39.183712005615234,30.546844482421875,384.3476257324219,946.5902709960938,460.42486572265625,222.9955596923828,27.059993743896484,654.3215942382812,710.858642578125,108.25186157226562,331.267578125,252.17282104492188,69.99018859863281,45.40254592895508,420.7004089355469,287.00067138671875,239.91322326660156,163.23046875,514.2421264648438,58.485389709472656,176.46514892578125,312.249267578125,327.6180114746094,1264.642333984375,340.7755126953125,773.7772827148438,809.9224243164062
2001-01-02,976.7588500976562,518.37060546875,317.32958984375,88.00570678710938,1046.1356201171875,3355.4521484375,359.4436340332031,91.18928527832031,508.0605163574219,383.1976013183594,418.43048095703125,393.91387939453125,506.6107177734375,248.5882110595703,4.120938301086426,864.2522583007812,50.837799072265625,65.7197036743164,132.4724578857422,1869.3428955078125,140.7044219970703,202.54405212402344,68.93779754638672,457.09320068359375,942.08740234375,266.2193908691406,551.4861450195312,2.5732438564300537,455.1109619140625,800.9468383789062,180.60818481445312,451.260986328125,221.31480407714844,660.3208618164062,780.3931884765625,855.6912841796875,240.97532653808594,1594.309326171875,802.7186279296875,919.6915893554688,219.28265380859375,444.0374755859375,224.48757934570312,306.3412170410156,736.9736938476562,1206.570068359375,83.51091766357422,390.1798095703125,618.607177734375,756.6199340820312,426.6525573730469,1082.0792236328125,346.5679626464844,1351.82861328125,636.1453857421875,282.886962890625,240.92788696289062,722.0681762695312,4.383924961090088,285.3343200683594,44.849998474121094,207.875,61.57209014892578,107.15520477294922,170.8865509033203,770.7787475585938,208.16622924804688,386.3066711425781,48.92062759399414,90.4334487915039,477.2563171386719,340.1129150390625,138.0744171142578,96.77351379394531,57.27947235107422,160.9377899169922,20.195165634155273,87.98210144042969,238.77174377441406,431.41162109375,207.9877166748047,737.3281860351562,3.464884042739868,491.5589599609375,528.7263793945312,48.02702331542969,374.17681884765625,112.0514907836914,55.70051193237305,200.80519104003906,194.68788146972656,47.46797561645508,32.36110305786133,66.9974365234375,15.45804214477539,144.24246215820312,121.98211669921875,282.16729736328125,239.40692138671875,67.07898712158203,25.03299331665039,91.26525115966797,368.35064697265625,103.82860565185547,1429.351318359375,113.5650405883789,35.41950225830078,488.2650146484375,325.4977111816406,147.35302734375,47.46464538574219,314.15228271484375,212.79074096679688,171.74435424804688,513.7366943359375,79.27205657958984,255.83409118652344,115.28007507324219,1541.5655517578125,13.03996467590332,260.6283264160156,194.16769409179688,162.97891235351562,238.10110473632812,285.2066345214844,290.8476257324219,395.47900390625,94.9517822265625,76.66724395751953,525.4600219726562,184.95033264160156,213.976806640625,39.183712005615234,30.546844482421875,378.8002624511719,950.55078125,456.936767578125,227.4547119140625,27.059993743896484,642.4609985351562,711.8527221679688,111.47218322753906,331.267578125,250.68653869628906,69.74107360839844,51.63840866088867,420.7004089355469,296.2215576171875,239.91322326660156,153.48545837402344,510.1665954589844,58.237571716308594,176.95938110351562,318.48468017578125,331.0874938964844,1282.7081298828125,340.29339599609375,763.5972290039062,806.6912231445312
2001-01-03,980.7457275390625,512.155029296875,315.8387145996094,87.9066390991211,1034.479736328125,3310.844482421875,358.9486083984375,89.87398529052734,518.9122924804688,387.296142578125,428.5010986328125,385.6527404785156,487.7640075683594,245.6521453857422,4.01922082901001,864.2522583007812,50.44063186645508,64.53837585449219,130.98963928222656,1844.5115966796875,138.7156982421875,194.841552734375,68.4400405883789,452.0701599121094,891.2695922851562,263.9537658691406,540.9600830078125,2.523469924926758,453.7005615234375,789.2301025390625,180.36181640625,456.4036560058594,218.639892578125,655.9828491210938,782.8726806640625,845.4295654296875,240.97532653808594,1506.122314453125,758.4502563476562,920.702392578125,216.79649353027344,442.3427429199219,222.46514892578125,279.1573486328125,736.9736938476562,1187.9727783203125,82.71369934082031,396.59393310546875,606.7677612304688,748.6553344726562,408.275146484375,1066.537109375,343.7451477050781,1340.0538330078125,644.0355224609375,263.5593566894531,240.92788696289062,722.7227783203125,4.383924961090088,284.838134765625,41.95000076293945,210.85888671875,61.406558990478516,107.15520477294922,166.3895263671875,766.6560668945312,205.1581573486328,384.71673583984375,48.721771240234375,90.4334487915039,469.31036376953125,342.0961608886719,137.57772827148438,96.77351379394531,57.1050910949707,159.94740295410156,20.195165634155273,87.98210144042969,237.04151916503906,431.41162109375,207.9877166748047,736.8310546875,3.464884042739868,486.1571350097656,520.8129272460938,46.42945098876953,365.89544677734375,112.05089569091797,55.551185607910156,204.8536834716797,193.1978302001953,46.87089157104492,31.863237380981445,66.9974365234375,14.979965209960938,142.9488525390625,121.98211669921875,277.833251953125,255.5328369140625,67.07898712158203,24.958269119262695,91.26525115966797,347.55682373046875,102.84453582763672,1417.0687255859375,112.43787384033203,35.41950225830078,477.2702941894531,314.0504150390625,143.6343231201172,46.96765899658203,312.1640319824219,237.1011505126953,166.2620086669922,511.2621765136719,78.37464904785156,245.8600311279297,113.19309997558594,1494.67333984375,12.915298461914062,260.6283264160156,194.83384704589844,162.97891235351562,237.80380249023438,293.8348388671875,290.8476257324219,391.5341491699219,93.80008697509766,75.42263793945312,520.022216796875,185.4475555419922,193.2023468017578,38.43498229980469,31.201265335083008,381.4107971191406,953.0261840820312,450.95733642578125,226.1811065673828,27.059993743896484,632.576904296875,711.8527221679688,112.71072387695312,333.7580871582031,246.72312927246094,69.74107360839844,52.116539001464844,414.7756652832031,301.9846496582031,238.50196838378906,146.17666625976562,506.4617919921875,58.237571716308594,175.97080993652344,318.48468017578125,332.0787658691406,1279.0946044921875,340.29339599609375,765.0325927734375,804.5374145507812
2001-01-04,1049.849609375,495.0005187988281,322.0512390136719,87.9066390991211,1059.7342529296875,3162.154052734375,376.27716064453125,87.24354553222656,473.53228759765625,387.7058410644531,439.0750732421875,422.1453857421875,500.5792541503906,249.56678771972656,4.260433197021484,939.6776123046875,50.44063186645508,65.53316497802734,130.98963928222656,1724.3240966796875,138.21841430664062,201.11769104003906,68.93779754638672,457.09320068359375,981.1788330078125,294.5406494140625,552.4019165039062,2.528446912765503,460.7528381347656,806.1023559570312,185.04335021972656,482.1164245605469,229.1068115234375,653.814697265625,778.9061279296875,864.3744506835938,241.47015380859375,1575.4827880859375,771.4356079101562,873.7074584960938,223.26060485839844,429.3493347167969,237.46469116210938,313.6601257324219,745.9716186523438,1166.400634765625,84.10883331298828,405.14581298828125,587.0354614257812,808.3886108398438,417.21563720703125,962.177490234375,322.41796875,1269.39990234375,637.6246337890625,279.95849609375,247.3857421875,729.2693481445312,4.334107398986816,286.5749816894531,45.25,214.83737182617188,62.73063659667969,109.74725341796875,166.8892059326172,771.8095703125,206.36143493652344,373.588623046875,48.821197509765625,87.95582580566406,485.69903564453125,357.9615173339844,137.57772827148438,98.76884460449219,57.36663818359375,157.47142028808594,20.008203506469727,87.98210144042969,239.26608276367188,431.41162109375,207.11851501464844,740.3112182617188,3.464884042739868,486.1571350097656,525.2642822265625,48.8258171081543,372.3374328613281,116.79280090332031,58.78669357299805,208.90225219726562,198.16448974609375,47.26895523071289,32.85896682739258,66.9974365234375,15.139324188232422,145.53614807128906,121.98211669921875,277.833251953125,260.49462890625,67.59303283691406,25.207351684570312,91.26525115966797,363.39971923828125,107.2731704711914,1458.521484375,113.37712860107422,35.41950225830078,492.7628479003906,322.5115051269531,144.09915161132812,49.45270919799805,313.1580810546875,238.6017303466797,170.74752807617188,512.2517700195312,80.26920318603516,248.35354614257812,114.38563537597656,1516.6539306640625,12.928267478942871,261.6212158203125,195.4998321533203,162.97891235351562,243.74893188476562,298.6280822753906,290.8476257324219,396.9583435058594,94.18392181396484,77.29450225830078,526.4486083984375,182.9615936279297,196.52621459960938,40.43159103393555,31.571245193481445,363.9529113769531,953.0261840820312,457.933349609375,235.73764038085938,27.655803680419922,691.8809204101562,740.1876220703125,115.68333435058594,346.2119445800781,249.44790649414062,71.48462677001953,52.59466552734375,422.6766357421875,307.74761962890625,250.6387481689453,148.61288452148438,506.4617919921875,58.73320388793945,176.46514892578125,317.48944091796875,339.513427734375,1329.6806640625,345.5954284667969,767.9033813476562,804.5374145507812
2001-01-05,1036.560546875,492.7628173828125,321.55419921875,88.00570678710938,996.5969848632812,3102.677490234375,357.46337890625,87.24354553222656,477.4783630371094,386.8862609863281,437.56463623046875,433.85455322265625,501.3324279785156,251.5243377685547,4.173248767852783,939.6776123046875,54.21375274658203,64.97359466552734,130.49533081054688,1703.4664306640625,137.2240753173828,199.6913604736328,73.91521453857422,452.0701599121094,1018.7057495117188,310.4005432128906,562.9280395507812,2.5732438564300537,463.5738220214844,801.8842163085938,180.85455322265625,482.7591857910156,233.17726135253906,655.9828491210938,792.2927856445312,852.5338134765625,251.3665313720703,1603.2269287109375,776.748291015625,902.5108642578125,224.75228881835938,425.9595947265625,236.45350646972656,292.4879150390625,745.9716186523438,1160.44921875,83.9095458984375,405.14581298828125,586.0487060546875,823.9191284179688,417.21563720703125,1019.9080200195312,327.4360046386719,1231.7191162109375,616.419921875,283.82403564453125,249.8695526123047,720.1044921875,4.334107398986816,285.3343200683594,44.0,214.83737182617188,63.06174850463867,114.06773376464844,167.38885498046875,792.83642578125,206.36143493652344,371.9988098144531,48.52289962768555,88.10443878173828,484.2091369628906,356.96978759765625,133.23776245117188,99.51708221435547,57.36663818359375,157.47142028808594,19.6342716217041,90.0282211303711,238.524658203125,430.4220275878906,204.1383514404297,741.8026733398438,3.464884042739868,487.95770263671875,524.769775390625,48.7259635925293,376.9045104980469,118.14659118652344,58.78669357299805,226.71560668945312,197.6677703857422,47.21919250488281,32.36110305786133,66.9974365234375,15.617396354675293,150.06385803222656,121.98211669921875,277.833251953125,261.7349853515625,67.59303283691406,25.23225975036621,91.26525115966797,366.370361328125,108.74942016601562,1458.521484375,114.22258758544922,35.41950225830078,482.2679138183594,319.5252990722656,139.91563415527344,51.1922492980957,313.1580810546875,215.49191284179688,167.6575469970703,508.29254150390625,80.06977844238281,247.8548583984375,112.79557037353516,1526.911865234375,12.965168952941895,265.5927734375,194.16769409179688,168.9233856201172,246.22601318359375,296.2314453125,290.8476257324219,397.9446105957031,89.57706451416016,77.91182708740234,527.9314575195312,182.9615936279297,196.52621459960938,41.42991638183594,30.546844482421875,360.4720764160156,955.5013427734375,454.4453125,229.36659240722656,28.05301284790039,686.9387817382812,740.6844482421875,116.17875671386719,345.7136535644531,248.95248413085938,72.48092651367188,52.116539001464844,424.6518859863281,305.4425048828125,243.58258056640625,145.2025604248047,515.7243041992188,58.98102569580078,183.87965393066406,317.48944091796875,350.4175720214844,1365.81298828125,355.717529296875,771.49169921875,799.1521606445312
2001-01-08,1044.5340576171875,500.2214660644531,323.0450744628906,87.11375427246094,1038.365234375,3122.503662109375,363.404541015625,87.24354553222656,483.1507568359375,386.5060119628906,439.0750732421875,435.92169189453125,478.7171936035156,248.5882110595703,4.051188945770264,953.485107421875,54.21375274658203,64.84922790527344,130.49533081054688,1735.2510986328125,133.74375915527344,200.40451049804688,77.15058898925781,452.0701599121094,1000.7239990234375,300.204833984375,558.3512573242188,2.633204460144043,459.8125,806.1023559570312,181.34738159179688,477.61669921875,244.80697631835938,660.3208618164062,813.1162719726562,848.586669921875,254.3354034423828,1581.4278564453125,790.9144897460938,897.962890625,208.59205627441406,414.6609191894531,227.5211639404297,305.29559326171875,748.6696166992188,1180.5340576171875,83.61058044433594,405.14581298828125,591.9684448242188,809.18505859375,409.2686462402344,1036.1910400390625,325.867919921875,1222.298095703125,630.2278442382812,266.8391418457031,251.3597869873047,720.1044921875,4.334107398986816,284.838134765625,42.70000076293945,213.34544372558594,63.88929748535156,116.66068267822266,167.8885498046875,807.8199462890625,203.3531951904297,371.9988098144531,48.423484802246094,88.20355224609375,482.7191467285156,347.05401611328125,138.0744171142578,100.26534271240234,57.27947235107422,157.47142028808594,19.6342716217041,90.0282211303711,238.27745056152344,427.9483947753906,208.60861206054688,741.8026733398438,3.5683486461639404,491.5589599609375,522.2965087890625,48.7259635925293,377.8660888671875,118.54008483886719,58.488033294677734,229.95443725585938,197.6677703857422,47.26895523071289,32.36110305786133,66.9974365234375,15.776752471923828,150.06385803222656,121.98211669921875,273.4991149902344,267.9373779296875,67.59303283691406,25.257177352905273,90.76653289794922,361.41937255859375,107.51924133300781,1481.55078125,116.1011734008789,35.41950225830078,464.7762451171875,315.0458984375,132.47824096679688,51.44076156616211,312.1640319824219,209.18917846679688,164.16876220703125,507.3026428222656,79.87035369873047,248.60287475585938,112.00057983398438,1597.2491455078125,12.965168952941895,276.51422119140625,188.17282104492188,168.9233856201172,246.22601318359375,298.1488037109375,290.8476257324219,397.9446105957031,90.4728775024414,77.91182708740234,529.4146118164062,182.9615936279297,196.52621459960938,41.42991638183594,30.954614639282227,367.43359375,955.5013427734375,455.94012451171875,229.36659240722656,28.05301284790039,688.421630859375,738.1991577148438,116.4264907836914,345.7136535644531,248.95248413085938,71.9827651977539,52.59466552734375,422.6766357421875,304.0016174316406,241.3245086669922,143.74142456054688,531.6552734375,58.98102569580078,184.3739013671875,318.48468017578125,351.90435791015625,1351.35986328125,357.64556884765625,773.2860107421875,791.6132202148438
2001-01-09,1025.3970947265625,497.7352600097656,322.548095703125,86.51912689208984,1034.479736328125,3063.026611328125,352.5123291015625,86.80520629882812,485.3705139160156,389.3750915527344,439.5785217285156,442.12335205078125,483.2405090332031,243.69464111328125,4.097689151763916,945.9634399414062,54.610923767089844,65.22230529785156,130.00103759765625,1720.3519287109375,134.7381134033203,202.54405212402344,79.39041900634766,454.5816345214844,992.9058227539062,301.62091064453125,558.3512573242188,2.633204460144043,470.1559753417969,818.2872314453125,177.4050750732422,472.47406005859375,239.9224090576172,657.0670776367188,798.2423095703125,839.903564453125,264.23175048828125,1605.20947265625,800.3574829101562,872.191162109375,195.9124755859375,406.7518615722656,233.41990661621094,314.7055358886719,749.55908203125,1178.30224609375,82.91300201416016,415.8355407714844,591.9684448242188,802.01708984375,386.42108154296875,1009.5459594726562,321.7906799316406,1198.747802734375,621.844482421875,257.702392578125,240.92788696289062,718.140380859375,4.334107398986816,284.838134765625,43.5,213.34544372558594,63.88929748535156,117.09305572509766,165.3902130126953,818.024658203125,201.54827880859375,371.2040100097656,48.125186920166016,87.46028900146484,481.2293395996094,354.49090576171875,134.68014526367188,100.5147705078125,55.53578186035156,162.42332458496094,19.6342716217041,90.0282211303711,240.25482177734375,423.00103759765625,204.2625274658203,741.8026733398438,3.5683486461639404,491.5589599609375,520.318359375,48.62611389160156,390.36541748046875,119.04718780517578,58.040035247802734,231.9786834716797,196.1778564453125,47.26895523071289,32.36110305786133,67.989990234375,16.25481605529785,150.06385803222656,121.98211669921875,266.2768249511719,267.9373779296875,67.59303283691406,25.282085418701172,90.76653289794922,353.49786376953125,108.01132202148438,1469.2685546875,118.44956970214844,35.46916961669922,464.7762451171875,311.064208984375,132.47824096679688,52.683292388916016,311.6669006347656,238.6017303466797,164.4678955078125,503.34320068359375,78.77350616455078,245.11195373535156,111.80176544189453,1597.2491455078125,12.915298461914062,280.4857482910156,184.8423614501953,168.9233856201172,246.82054138183594,297.6693420410156,290.8476257324219,398.9308776855469,89.8329849243164,78.90750885009766,530.4031372070312,182.9615936279297,197.772705078125,41.42991638183594,31.201265335083008,365.6932373046875,972.8292236328125,455.4420471191406,228.41128540039062,28.10266876220703,686.9387817382812,754.1064453125,116.4264907836914,371.1192321777344,248.7047882080078,72.72998046875,53.5509147644043,412.80047607421875,315.5278015136719,239.06651306152344,148.12588500976562,532.7666625976562,59.77406692504883,183.87965393066406,318.48468017578125,347.9391784667969,1344.133544921875,361.0195617675781,776.874267578125,791.6132202148438
2001-01-10,1019.2847900390625,501.7132873535156,321.802490234375,86.32093048095703,1013.1101684570312,3063.026611328125,265.8694152832031,85.48992919921875,494.2491760253906,402.4906921386719,434.5433044433594,465.53387451171875,492.2873229980469,243.2053680419922,4.048282623291016,945.9634399414062,54.610923767089844,65.0979232788086,130.00103759765625,1747.169921875,141.20155334472656,208.24951171875,83.6213150024414,454.5816345214844,977.2697143554688,296.8063049316406,553.77490234375,2.613293170928955,485.2010192871094,843.1268310546875,188.49285888671875,466.3673095703125,244.5743408203125,657.0670776367188,789.8137817382812,836.7459716796875,266.2109069824219,1575.4827880859375,790.9144897460938,873.2020874023438,201.8792724609375,403.3623352050781,231.734619140625,329.3430480957031,749.55908203125,1044.404541015625,82.2154541015625,423.8529357910156,587.0354614257812,794.84912109375,386.42108154296875,1009.5459594726562,327.4360046386719,1182.261962890625,624.310302734375,254.1883544921875,238.44407653808594,726.65087890625,4.334107398986816,285.0862121582031,43.0,208.3723602294922,63.88929748535156,120.11739349365234,158.89453125,809.262939453125,201.54827880859375,368.0245361328125,47.52861022949219,87.46028900146484,479.7393798828125,354.49090576171875,141.55108642578125,100.5147705078125,52.571563720703125,160.9377899169922,19.6342716217041,90.0282211303711,240.996337890625,418.05364990234375,203.939697265625,741.8026733398438,3.5683486461639404,480.75531005859375,517.3507080078125,48.526268005371094,392.2884521484375,118.2895278930664,57.492496490478516,226.71560668945312,192.2046661376953,47.1694450378418,32.36110305786133,68.9825439453125,17.370325088500977,147.47650146484375,121.98211669921875,269.1659851074219,267.9373779296875,67.59303283691406,25.207351684570312,89.76913452148438,349.5370788574219,107.76529693603516,1466.198486328125,118.8251953125,35.46916961669922,457.7796630859375,305.589599609375,136.19688415527344,52.186275482177734,311.6669006347656,235.60052490234375,162.3746337890625,500.37384033203125,76.77925109863281,237.6314697265625,111.5036392211914,1523.981201171875,12.915298461914062,278.9964599609375,187.17364501953125,168.427978515625,248.00961303710938,297.1900939941406,290.8476257324219,398.9308776855469,90.34493255615234,78.90750885009766,540.2897338867188,185.4475555419922,209.40638732910156,41.180335998535156,31.995962142944336,366.56329345703125,972.8292236328125,455.4420471191406,229.36659240722656,28.15231704711914,675.0782470703125,755.5980834960938,118.65593719482422,371.1192321777344,245.7322235107422,72.23184204101562,54.507171630859375,410.8251953125,309.4765625,237.65518188476562,151.04916381835938,523.1339111328125,59.77406692504883,179.43093872070312,317.48944091796875,342.9828186035156,1326.067138671875,362.9476013183594,785.8448486328125,791.6132202148438
2001-01-11,1024.5999755859375,507.18280029296875,322.0512390136719,86.32093048095703,994.65478515625,3067.983642578125,261.16595458984375,85.48992919921875,506.0874938964844,393.4736633300781,430.5151672363281,485.8474426269531,514.149169921875,242.71595764160156,3.952381134033203,953.485107421875,55.60385513305664,65.4087905883789,130.00103759765625,1778.9547119140625,138.21841430664062,205.39666748046875,80.63478088378906,452.0701599121094,1013.2326049804688,288.5932922363281,530.8914184570312,2.613293170928955,465.4543762207031,840.7832641601562,180.36181640625,471.1885070800781,230.0371856689453,667.9100952148438,774.4437866210938,813.0645751953125,273.63330078125,1555.6654052734375,755.5001831054688,860.0634765625,207.84616088867188,394.3232727050781,222.97076416015625,334.5705871582031,751.3674926757812,1086.0615234375,82.51441192626953,422.2495422363281,591.9684448242188,808.3886108398438,387.41461181640625,1021.3884887695312,330.8860168457031,1189.326416015625,602.6121826171875,265.6676025390625,230.99264526367188,732.5426025390625,4.334107398986816,285.83062744140625,44.70000076293945,208.3723602294922,63.88929748535156,120.5488510131836,156.3961639404297,801.6353149414062,201.54827880859375,357.6911315917969,47.52861022949219,87.46028900146484,480.2361145019531,372.8351135253906,142.5443878173828,100.5147705078125,49.694522857666016,161.9281005859375,19.6342716217041,90.0282211303711,241.73788452148438,415.5799560546875,205.62840270996094,741.8026733398438,3.5683486461639404,482.5559997558594,515.8671875,48.326576232910156,390.6058349609375,119.03909301757812,57.39293670654297,226.71560668945312,192.2046661376953,47.119693756103516,31.863237380981445,68.9825439453125,17.210973739624023,148.77020263671875,121.98211669921875,270.6108703613281,267.9373779296875,67.59303283691406,25.257177352905273,89.2703857421875,351.5174255371094,106.78115844726562,1460.056640625,120.70391845703125,35.46916961669922,447.7845153808594,305.0918884277344,136.19688415527344,51.1922492980957,312.1640319824219,204.08700561523438,162.4742431640625,500.8686218261719,75.38323974609375,232.89376831054688,111.10613250732422,1562.0804443359375,12.815567970275879,278.9964599609375,189.838134765625,168.427978515625,248.30682373046875,298.1488037109375,290.8476257324219,399.9171447753906,90.08903503417969,78.90750885009766,542.7611083984375,184.45314025878906,215.22323608398438,40.68117904663086,31.995962142944336,361.6141357421875,975.3047485351562,457.4351806640625,220.44680786132812,28.25162124633789,674.5841064453125,755.5980834960938,120.6376724243164,371.1192321777344,246.22769165039062,70.9864730834961,54.507171630859375,396.99945068359375,301.9846496582031,231.72799682617188,158.35797119140625,518.688232421875,59.72447967529297,167.5677032470703,317.48944091796875,344.9654541015625,1271.8681640625,362.46551513671875,787.6390991210938,791.6132202148438
2001-01-12,1020.6133422851562,492.2656555175781,324.6353454589844,85.82540893554688,967.4567260742188,3060.053466796875,264.8792724609375,85.92829132080078,488.3301086425781,388.55517578125,426.9906005859375,489.2952575683594,584.2598876953125,232.9290771484375,4.097689151763916,949.10546875,56.19960403442383,65.657470703125,130.00103759765625,1761.0760498046875,143.6875,203.97030639648438,78.89271545410156,447.5494079589844,1017.141357421875,286.6107177734375,528.603271484375,2.673025369644165,457.9320373535156,799.5410766601562,177.65147399902344,467.9743347167969,234.6891326904297,661.4049072265625,763.5363159179688,789.3831176757812,274.12799072265625,1591.3369140625,753.1389770507812,839.8505249023438,208.09475708007812,402.2325134277344,221.62246704101562,355.4813537597656,752.257080078125,1045.892578125,84.50749206542969,422.2495422363281,565.3299560546875,820.335205078125,381.45416259765625,1006.5853881835938,323.0451965332031,1217.587890625,573.0239868164062,276.44439697265625,225.03160095214844,733.1969604492188,4.334107398986816,291.7852783203125,45.5,206.3831024169922,63.88929748535156,121.41345977783203,157.8951873779297,791.3273315429688,201.54827880859375,341.7939147949219,47.628013610839844,87.46028900146484,482.2225341796875,380.2720947265625,142.0477752685547,100.76419067382812,50.130374908447266,161.9281005859375,19.6342716217041,90.0282211303711,242.7266387939453,415.5799560546875,204.88340759277344,741.8026733398438,3.5683486461639404,481.4755554199219,519.3294067382812,48.62611389160156,390.36541748046875,120.785888671875,58.43824768066406,215.62269592285156,193.69454956054688,47.26895523071289,35.3482780456543,68.9825439453125,17.210973739624023,150.06385803222656,119.49268341064453,271.0921630859375,267.9373779296875,67.59303283691406,25.282085418701172,89.2703857421875,356.4684143066406,107.76529693603516,1455.4510498046875,121.36151123046875,35.46916961669922,451.2828369140625,311.064208984375,136.19688415527344,51.44076156616211,314.15228271484375,211.59027099609375,165.0659637451172,502.84832763671875,74.88467407226562,233.641845703125,112.49744415283203,1538.634765625,12.890366554260254,278.9964599609375,189.838134765625,168.427978515625,249.39678955078125,298.1488037109375,290.8476257324219,401.8896179199219,90.08903503417969,80.40103912353516,546.2213134765625,183.9560089111328,216.05422973632812,41.42991638183594,37.18768310546875,354.6527099609375,975.3047485351562,459.4282531738281,220.44680786132812,28.301280975341797,662.22900390625,760.5689697265625,122.12393188476562,371.1192321777344,249.44790649414062,71.73370361328125,54.507171630859375,400.9499816894531,304.86602783203125,236.5261993408203,160.79522705078125,513.87158203125,59.72447967529297,169.54486083984375,317.48944091796875,344.4698181152344,1214.055908203125,360.0555725097656,793.0213623046875,791.6132202148438
