Date,MAT_AAL,CST_ABF,FIN_ALW,MAT_ANTO,FIN_AV,HC_AZN,IND_BA,IND_BAB,CST_BATS,RE_BLND,IND_BNZL,TEL_BT-A,TECH_CCC,UTL_CNA,IND_CPG,IND_DCC,IND_DPLM,FIN_FCIT,CD_GAW,HC_GSK,IND_HLMA,FIN_HSX,IND_HWDN,FIN_ICG,FIN_III,IND_IMI,CD_INF,CD_JD,CD_KGF,RE_LAND,FIN_LGEN,FIN_LLOY,CST_MKS,UTL_NG,CD_NXT,FIN_PRU,IND_PSN,CD_PSON,CD_REL,IND_RKT,IND_RTO,CST_SBRY,FIN_SDR,TECH_SGE,RE_SGRO,IND_SMIN,FIN_SMT,IND_SPX,UTL_SSE,FIN_STAN,FIN_STJ,UTL_SVT,CST_TSCO,CD_ULVR,UTL_UU,TEL_VOD,IND_WEIR,CD_WTB
2001-01-01,980.7457275390625,500.71868896484375,316.83258056640625,87.70842742919922,1050.9923095703125,3345.539306640625,378.2575378417969,91.62760925292969,502.8812561035156,389.3453369140625,413.39520263671875,393.91387939453125,505.1025390625,253.77525329589844,4.234277725219727,890.9776000976562,51.433555603027344,66.52800750732422,132.4724578857422,1877.2889404296875,136.22970581054688,201.8308563232422,68.93779754638672,459.604736328125,1099.24560546875,268.4851379394531,549.1980590820312,2.5831968784332275,479.7415466308594,789.6988525390625,181.84011840820312,455.117919921875,218.22125244140625,659.7784423828125,798.2423095703125,785.8308715820312,240.97532653808594,1575.4827880859375,826.328125,931.8197631835938,229.72470092773438,444.8047790527344,222.63365173339844,320.7174072265625,738.7822265625,1202.1068115234375,84.10883331298828,378.4210510253906,611.70068359375,768.1682739257812,421.18896484375,1101.32275390625,342.1768798828125,1349.4737548828125,654.6875,287.5724792480469,235.9602813720703,727.86328125
2001-01-02,976.7588500976562,518.37060546875,317.32958984375,88.00570678710938,1046.1356201171875,3355.4521484375,359.4436340332031,91.18928527832031,508.0605163574219,383.1976013183594,418.43048095703125,393.91387939453125,506.6107177734375,248.5882110595703,4.120938301086426,864.2522583007812,50.837799072265625,65.7197036743164,132.4724578857422,1869.3428955078125,140.7044219970703,202.54405212402344,68.93779754638672,457.09320068359375,942.08740234375,266.2193908691406,551.4861450195312,2.5732438564300537,455.1109619140625,800.9468383789062,180.60818481445312,451.260986328125,221.31480407714844,660.3208618164062,780.3931884765625,855.6912841796875,240.97532653808594,1594.309326171875,802.7186279296875,919.6915893554688,219.28265380859375,444.0374755859375,224.48757934570312,306.3412170410156,736.9736938476562,1206.570068359375,83.51091766357422,390.1798095703125,618.607177734375,756.6199340820312,426.6525573730469,1082.0792236328125,346.5679626464844,1351.82861328125,636.1453857421875,282.886962890625,240.92788696289062,722.0681762695312
2001-01-03,980.7457275390625,512.155029296875,315.8387145996094,87.9066390991211,1034.479736328125,3310.844482421875,358.9486083984375,89.87398529052734,518.9122924804688,387.296142578125,428.5010986328125,385.6527404785156,487.7640075683594,245.6521453857422,4.01922082901001,864.2522583007812,50.44063186645508,64.53837585449219,130.98963928222656,1844.5115966796875,138.7156982421875,194.841552734375,68.4400405883789,452.0701599121094,891.2695922851562,263.9537658691406,540.9600830078125,2.523469924926758,453.7005615234375,789.2301025390625,180.36181640625,456.4036560058594,218.639892578125,655.9828491210938,782.8726806640625,845.4295654296875,240.97532653808594,1506.122314453125,758.4502563476562,920.702392578125,216.79649353027344,442.3427429199219,222.46514892578125,279.1573486328125,736.9736938476562,1187.9727783203125,82.71369934082031,396.59393310546875,606.7677612304688,748.6553344726562,408.275146484375,1066.537109375,343.7451477050781,1340.0538330078125,644.0355224609375,263.5593566894531,240.92788696289062,722.7227783203125
2001-01-04,1049.849609375,495.0005187988281,322.0512390136719,87.9066390991211,1059.7342529296875,3162.154052734375,376.27716064453125,87.24354553222656,473.53228759765625,387.7058410644531,439.0750732421875,422.1453857421875,500.5792541503906,249.56678771972656,4.260433197021484,939.6776123046875,50.44063186645508,65.53316497802734,130.98963928222656,1724.3240966796875,138.21841430664062,201.11769104003906,68.93779754638672,457.09320068359375,981.1788330078125,294.5406494140625,552.4019165039062,2.528446912765503,460.7528381347656,806.1023559570312,185.04335021972656,482.1164245605469,229.1068115234375,653.814697265625,778.9061279296875,864.3744506835938,241.47015380859375,1575.4827880859375,771.4356079101562,873.7074584960938,223.26060485839844,429.3493347167969,237.46469116210938,313.6601257324219,745.9716186523438,1166.400634765625,84.10883331298828,405.14581298828125,587.0354614257812,808.3886108398438,417.21563720703125,962.177490234375,322.41796875,1269.39990234375,637.6246337890625,279.95849609375,247.3857421875,729.2693481445312
2001-01-05,1036.560546875,492.7628173828125,321.55419921875,88.00570678710938,996.5969848632812,3102.677490234375,357.46337890625,87.24354553222656,477.4783630371094,386.8862609863281,437.56463623046875,433.85455322265625,501.3324279785156,251.5243377685547,4.173248767852783,939.6776123046875,54.21375274658203,64.97359466552734,130.49533081054688,1703.4664306640625,137.2240753173828,199.6913604736328,73.91521453857422,452.0701599121094,1018.7057495117188,310.4005432128906,562.9280395507812,2.5732438564300537,463.5738220214844,801.8842163085938,180.85455322265625,482.7591857910156,233.17726135253906,655.9828491210938,792.2927856445312,852.5338134765625,251.3665313720703,1603.2269287109375,776.748291015625,902.5108642578125,224.75228881835938,425.9595947265625,236.45350646972656,292.4879150390625,745.9716186523438,1160.44921875,83.9095458984375,405.14581298828125,586.0487060546875,823.9191284179688,417.21563720703125,1019.9080200195312,327.4360046386719,1231.7191162109375,616.419921875,283.82403564453125,249.8695526123047,720.1044921875
2001-01-08,1044.5340576171875,500.2214660644531,323.0450744628906,87.11375427246094,1038.365234375,3122.503662109375,363.404541015625,87.24354553222656,483.1507568359375,386.5060119628906,439.0750732421875,435.92169189453125,478.7171936035156,248.5882110595703,4.051188945770264,953.485107421875,54.21375274658203,64.84922790527344,130.49533081054688,1735.2510986328125,133.74375915527344,200.40451049804688,77.15058898925781,452.0701599121094,1000.7239990234375,300.204833984375,558.3512573242188,2.633204460144043,459.8125,806.1023559570312,181.34738159179688,477.61669921875,244.80697631835938,660.3208618164062,813.1162719726562,848.586669921875,254.3354034423828,1581.4278564453125,790.9144897460938,897.962890625,208.59205627441406,414.6609191894531,227.5211639404297,305.29559326171875,748.6696166992188,1180.5340576171875,83.61058044433594,405.14581298828125,591.9684448242188,809.18505859375,409.2686462402344,1036.1910400390625,325.867919921875,1222.298095703125,630.2278442382812,266.8391418457031,251.3597869873047,720.1044921875
2001-01-09,1025.3970947265625,497.7352600097656,322.548095703125,86.51912689208984,1034.479736328125,3063.026611328125,352.5123291015625,86.80520629882812,485.3705139160156,389.3750915527344,439.5785217285156,442.12335205078125,483.2405090332031,243.69464111328125,4.097689151763916,945.9634399414062,54.610923767089844,65.22230529785156,130.00103759765625,1720.3519287109375,134.7381134033203,202.54405212402344,79.39041900634766,454.5816345214844,992.9058227539062,301.62091064453125,558.3512573242188,2.633204460144043,470.1559753417969,818.2872314453125,177.4050750732422,472.47406005859375,239.9224090576172,657.0670776367188,798.2423095703125,839.903564453125,264.23175048828125,1605.20947265625,800.3574829101562,872.191162109375,195.9124755859375,406.7518615722656,233.41990661621094,314.7055358886719,749.55908203125,1178.30224609375,82.91300201416016,415.8355407714844,591.9684448242188,802.01708984375,386.42108154296875,1009.5459594726562,321.7906799316406,1198.747802734375,621.844482421875,257.702392578125,240.92788696289062,718.140380859375
2001-01-10,1019.2847900390625,501.7132873535156,321.802490234375,86.32093048095703,1013.1101684570312,3063.026611328125,265.8694152832031,85.48992919921875,494.2491760253906,402.4906921386719,434.5433044433594,465.53387451171875,492.2873229980469,243.2053680419922,4.048282623291016,945.9634399414062,54.610923767089844,65.0979232788086,130.00103759765625,1747.169921875,141.20155334472656,208.24951171875,83.6213150024414,454.5816345214844,977.2697143554688,296.8063049316406,553.77490234375,2.613293170928955,485.2010192871094,843.1268310546875,188.49285888671875,466.3673095703125,244.5743408203125,657.0670776367188,789.8137817382812,836.7459716796875,266.2109069824219,1575.4827880859375,790.9144897460938,873.2020874023438,201.8792724609375,403.3623352050781,231.734619140625,329.3430480957031,749.55908203125,1044.404541015625,82.2154541015625,423.8529357910156,587.0354614257812,794.84912109375,386.42108154296875,1009.5459594726562,327.4360046386719,1182.261962890625,624.310302734375,254.1883544921875,238.44407653808594,726.65087890625
2001-01-11,1024.5999755859375,507.18280029296875,322.0512390136719,86.32093048095703,994.65478515625,3067.983642578125,261.16595458984375,85.48992919921875,506.0874938964844,393.4736633300781,430.5151672363281,485.8474426269531,514.149169921875,242.71595764160156,3.952381134033203,953.485107421875,55.60385513305664,65.4087905883789,130.00103759765625,1778.9547119140625,138.21841430664062,205.39666748046875,80.63478088378906,452.0701599121094,1013.2326049804688,288.5932922363281,530.8914184570312,2.613293170928955,465.4543762207031,840.7832641601562,180.36181640625,471.1885070800781,230.0371856689453,667.9100952148438,774.4437866210938,813.0645751953125,273.63330078125,1555.6654052734375,755.5001831054688,860.0634765625,207.84616088867188,394.3232727050781,222.97076416015625,334.5705871582031,751.3674926757812,1086.0615234375,82.51441192626953,422.2495422363281,591.9684448242188,808.3886108398438,387.41461181640625,1021.3884887695312,330.8860168457031,1189.326416015625,602.6121826171875,265.6676025390625,230.99264526367188,732.5426025390625
2001-01-12,1020.6133422851562,492.2656555175781,324.6353454589844,85.82540893554688,967.4567260742188,3060.053466796875,264.8792724609375,85.92829132080078,488.3301086425781,388.55517578125,426.9906005859375,489.2952575683594,584.2598876953125,232.9290771484375,4.097689151763916,949.10546875,56.19960403442383,65.657470703125,130.00103759765625,1761.0760498046875,143.6875,203.97030639648438,78.89271545410156,447.5494079589844,1017.141357421875,286.6107177734375,528.603271484375,2.673025369644165,457.9320373535156,799.5410766601562,177.65147399902344,467.9743347167969,234.6891326904297,661.4049072265625,763.5363159179688,789.3831176757812,274.12799072265625,1591.3369140625,753.1389770507812,839.8505249023438,208.09475708007812,402.2325134277344,221.62246704101562,355.4813537597656,752.257080078125,1045.892578125,84.50749206542969,422.2495422363281,565.3299560546875,820.335205078125,381.45416259765625,1006.5853881835938,323.0451965332031,1217.587890625,573.0239868164062,276.44439697265625,225.03160095214844,733.1969604492188
2001-01-15,1018.4864501953125,487.2933044433594,326.7724609375,85.52809143066406,971.3421630859375,3152.24169921875,262.40386962890625,85.92829132080078,483.3974609375,389.3750915527344,429.0046081542969,475.1758728027344,578.9833984375,225.5889434814453,4.2778706550598145,958.5343627929688,57.589691162109375,65.96841430664062,130.00103759765625,1764.05517578125,142.69314575195312,208.24951171875,80.38594055175781,448.5541076660156,1057.7967529296875,280.9464111328125,528.603271484375,2.673025369644165,460.7528381347656,801.8842163085938,173.46267700195312,469.9028015136719,233.75863647460938,657.0670776367188,773.4522094726562,796.4876098632812,265.7161865234375,1563.5926513671875,746.0555419921875,848.9464111328125,212.3213348388672,395.4532775878906,218.25177001953125,355.4813537597656,758.5568237304688,1039.94091796875,84.80642700195312,421.71502685546875,558.4237060546875,815.5565795898438,378.4742126464844,990.3024291992188,326.181640625,1196.39208984375,583.873046875,271.1731262207031,226.02513122558594,720.1044921875
2001-01-16,1019.2847900390625,481.3265075683594,326.2755126953125,85.32987976074219,964.5428466796875,3180.988037109375,260.91845703125,85.92829132080078,473.28558349609375,387.7354736328125,431.01873779296875,473.1086120605469,588.0302124023438,223.6314697265625,4.2429962158203125,971.1051025390625,57.589691162109375,66.03057098388672,130.00103759765625,1783.920654296875,140.7044219970703,203.97030639648438,83.6213150024414,446.5448913574219,1051.5416259765625,286.6107177734375,528.603271484375,2.673025369644165,415.61785888671875,800.4783325195312,166.5635528564453,466.688720703125,230.61865234375,653.814697265625,748.6619873046875,789.3831176757812,260.273193359375,1493.2406005859375,738.97314453125,813.5735473632812,209.8351593017578,383.0246887207031,219.93714904785156,344.7644958496094,761.2401733398438,1026.5516357421875,84.10883331298828,422.2495422363281,547.5708618164062,807.9901733398438,370.0305480957031,991.7825927734375,314.8907470703125,1218.766357421875,569.0787353515625,261.2165222167969,225.03160095214844,722.7227783203125
2001-01-17,1062.075439453125,484.3098449707031,330.7484436035156,85.13168334960938,989.7976684570312,3161.1630859375,272.8009948730469,84.17465209960938,483.3974609375,387.7354736328125,433.5362854003906,483.4369201660156,674.7276000976562,227.05686950683594,4.184873104095459,965.3910522460938,56.398197174072266,67.02539825439453,129.50672912597656,1787.89453125,143.6875,202.54405212402344,85.3633804321289,448.5541076660156,1106.268798828125,292.8412780761719,503.4315185546875,2.702892541885376,431.6031494140625,802.3529052734375,167.54922485351562,469.260009765625,234.9217071533203,665.7413330078125,755.603271484375,789.3831176757812,262.2524719238281,1545.7567138671875,759.040771484375,816.6054077148438,209.33790588378906,376.0195617675781,234.63333129882812,375.3463134765625,772.9359741210938,1013.16162109375,86.6002197265625,419.57696533203125,562.3700561523438,835.4677734375,372.5139465332031,1005.845458984375,310.4997253417969,1184.616455078125,572.0377197265625,270.001708984375,228.50892639160156,728.6145629882812
2001-01-18,1069.783447265625,492.2656555175781,331.24542236328125,83.14954376220703,997.5684814453125,3082.8515625,272.8009948730469,83.29783630371094,483.3974609375,397.57244873046875,437.06097412109375,484.8177795410156,640.8024291992188,224.1208038330078,4.173248767852783,974.2474975585938,56.398197174072266,67.02539825439453,129.50672912597656,1780.9415283203125,141.20155334472656,203.97030639648438,86.85661315917969,447.5494079589844,1135.196044921875,293.4078063964844,501.1431579589844,2.727781295776367,425.0210266113281,813.6004638671875,171.9843292236328,465.4030456542969,231.43267822265625,677.6683959960938,745.1915283203125,810.6964721679688,261.75762939453125,1640.88037109375,779.1093139648438,811.5524291992188,207.84616088867188,373.42083740234375,223.30784606933594,365.93670654296875,768.4442138671875,1001.259521484375,86.50060272216797,419.57696533203125,559.41015625,848.2108764648438,377.4808044433594,1003.6251220703125,308.61785888671875,1158.7103271484375,567.1063232421875,271.1731262207031,242.4181365966797,729.2693481445312
2001-01-19,1105.664306640625,483.0666809082031,332.4879455566406,83.14954376220703,968.427978515625,2973.812744140625,277.00927734375,83.73626708984375,463.6669616699219,392.65386962890625,436.0540771484375,484.8177795410156,644.57080078125,221.42947387695312,4.179060935974121,965.3910522460938,56.19960403442383,67.27408599853516,130.49533081054688,1785.9073486328125,141.20155334472656,206.82318115234375,93.07841491699219,447.5494079589844,1160.9962158203125,305.86920166015625,517.1614990234375,2.727781295776367,404.3341369628906,800.4783325195312,167.54922485351562,450.6181335449219,232.01422119140625,676.5845336914062,757.586181640625,787.0149536132812,261.75762939453125,1684.478515625,789.7335205078125,846.9249877929688,216.2992401123047,385.2844543457031,227.01559448242188,357.5722351074219,768.4442138671875,1010.1863403320312,86.89920043945312,419.57696533203125,554.4771118164062,829.0961303710938,372.5139465332031,1002.1444702148438,304.8542785644531,1150.468017578125,561.1887817382812,276.44439697265625,237.4505157470703,742.362060546875
2001-01-22,1093.9698486328125,486.29876708984375,331.9909362792969,83.14954376220703,990.7691040039062,2989.67333984375,278.2471008300781,86.36674499511719,461.6939697265625,393.4736633300781,435.5504150390625,480.6831359863281,618.1854248046875,225.5889434814453,4.202310085296631,974.2474975585938,56.59678268432617,67.27408599853516,130.49533081054688,1795.8408203125,141.20155334472656,208.24951171875,92.33180236816406,447.0471496582031,1137.5411376953125,297.939208984375,519.4498291015625,2.742713689804077,409.0357971191406,818.2872314453125,166.07080078125,459.2962951660156,232.59571838378906,671.7055053710938,746.4807739257812,777.5426025390625,258.78863525390625,1694.3875732421875,779.1093139648438,829.23876953125,208.84068298339844,381.32977294921875,219.26295471191406,365.93670654296875,771.12744140625,1045.892578125,86.89920043945312,419.57696533203125,554.4771118164062,863.3430786132812,365.0635986328125,1009.5459594726562,305.7951354980469,1175.1956787109375,569.0787353515625,271.1731262207031,229.50242614746094,754.1456909179688
2001-01-23,1091.0462646484375,483.3153991699219,331.7424621582031,83.14954376220703,1010.1954345703125,3003.550537109375,286.1687316894531,90.31244659423828,468.1063232421875,395.11309814453125,435.0467834472656,467.25775146484375,606.876708984375,226.078125,4.132562160491943,974.2474975585938,56.99395751953125,67.21196746826172,130.98963928222656,1799.8138427734375,139.7100067138672,318.0796813964844,92.08296203613281,447.0471496582031,1102.3599853515625,305.86920166015625,517.1614990234375,2.7526683807373047,420.3194274902344,829.535400390625,166.5635528564453,466.688720703125,238.9921112060547,671.1622924804688,745.6874389648438,785.4363403320312,253.34568786621094,1710.2413330078125,776.748291015625,853.99951171875,211.82408142089844,381.8950500488281,224.99314880371094,358.6178894042969,771.12744140625,1051.8431396484375,86.89920043945312,415.8355407714844,554.4771118164062,873.6968383789062,361.5867919921875,1006.5853881835938,309.8724365234375,1181.0838623046875,569.0787353515625,264.7305908203125,229.99916076660156,755.4547729492188
2001-01-24,1077.4912109375,470.38720703125,334.972900390625,83.14954376220703,985.9125366210938,3005.533447265625,281.7127990722656,90.7508316040039,470.5726623535156,395.5231018066406,438.5716552734375,478.615966796875,624.2169799804688,222.16348266601562,4.132562160491943,974.2474975585938,56.99395751953125,67.21196746826172,138.8984375,1754.1226806640625,136.72686767578125,285.9865417480469,93.32727813720703,446.5448913574219,1143.014404296875,303.0369567871094,505.719970703125,2.7924904823303223,428.7823791503906,840.7832641601562,169.52035522460938,469.260009765625,244.22549438476562,664.6572875976562,747.174560546875,805.171142578125,244.4390411376953,1695.378173828125,773.2063598632812,858.0419311523438,209.8351593017578,386.97930908203125,226.678466796875,376.39190673828125,769.3338012695312,1080.11083984375,87.69644165039062,411.55975341796875,545.104248046875,879.2720336914062,365.0635986328125,1008.8058471679688,306.1087951660156,1161.065185546875,563.6544189453125,275.0386657714844,233.47647094726562,773.7847900390625
