Date,CST_AEP,FIN_ASL,FIN_ATT,IND_AVON,CST_BAG,IND_BBY,FIN_BGFD,IND_BKG,CD_BMY,IND_BOY,FIN_BRSC,FIN_BRWM,FIN_BUT,IND_BWY,RE_BYG,FIN_CGT,IND_CHG,IND_CKN,CST_COA,IND_COST,FIN_CTY,CD_FOUR,CST_CWK,RE_DLN,CD_DOM,IND_DSCV,FIN_EDIN,FIN_EWI,CD_EZJ,FIN_FEML,FIN_FEV,CD_FGP,FIN_FGT,FIN_FSV,TECH_GBG,IND_GDWN,IND_GFRD,CST_GNC,HC_GNS,RE_GPE,CST_GRG,RE_GRI,FIN_GSCT,FIN_HANA,IND_HAS,FIN_HFEL,RE_HMSO,FIN_EMG,FIN_HGT,FIN_HRI,FIN_HSL,ENE_HTG,FIN_IAD,FIN_ICGT,CD_ITV,FIN_JAM,FIN_JCH,FIN_JEDT,FIN_JFJ,FIN_JGGI,MAT_JMAT,FIN_JMGI,IND_JSG,IND_KIE,IND_KLR,FIN_LWDB,IND_MGAM,IND_MGNS,FIN_MRCH,IND_MTO,FIN_ATR,FIN_MUT,IND_OXIG,FIN_PAG,FIN_PHI,RE_PHP,UTL_PNN,FIN_RAT,FIN_RCP,CD_RNK,IND_ROR,IND_RS1,IND_RSW,RE_SVS,CD_JDW,FIN_SAIN,FIN_SDP,IND_SNR,IND_SRP,CST_TATE,IND_TCAP,TEL_TEP,IND_TPK,FIN_TRY,IND_TW,RE_UTG,MAT_VCT,IND_VSVS,IND_VTY,RE_WKP,IND_ZIG
2001-01-01,4.383924961090088,284.838134765625,48.25,204.8911590576172,61.07554626464844,103.26619720458984,173.88455200195312,778.2001342773438,209.97021484375,411.7423095703125,48.92062759399414,90.68121337890625,480.732666015625,339.6170654296875,133.71864318847656,96.52411651611328,57.27947235107422,163.41372680664062,20.195165634155273,90.0282211303711,239.5133514404297,427.4535827636719,206.12506103515625,732.3563842773438,3.464884042739868,491.5589599609375,531.1996459960938,48.42301940917969,377.3852844238281,111.65821075439453,54.60541915893555,200.40435791015625,194.68788146972656,47.46797561645508,31.365375518798828,66.9974365234375,16.095462799072266,142.9488525390625,121.98211669921875,283.12969970703125,238.16650390625,67.07898712158203,25.008092880249023,87.77423095703125,382.2134704589844,103.82860565185547,1417.0687255859375,115.72550201416016,35.41950225830078,490.7638244628906,328.48388671875,146.88819885253906,47.46464538574219,314.15228271484375,218.6432342529297,174.63497924804688,512.7470703125,77.67667388916016,262.3171691894531,116.27388763427734,1545.96142578125,13.03996467590332,260.6283264160156,192.5023956298828,162.97891235351562,237.407470703125,284.2479248046875,290.8476257324219,394.9859619140625,97.38312530517578,77.16507720947266,527.437255859375,181.96725463867188,209.8218231201172,39.183712005615234,30.546844482421875,384.3476257324219,946.5902709960938,460.42486572265625,222.9955596923828,27.059993743896484,654.3215942382812,710.858642578125,108.25186157226562,331.267578125,252.17282104492188,69.99018859863281,45.40254592895508,420.7004089355469,287.00067138671875,239.91322326660156,163.23046875,514.2421264648438,58.485389709472656,176.46514892578125,312.249267578125,327.6180114746094,1264.642333984375,340.7755126953125,773.7772827148438,809.9224243164062
2001-01-02,4.383924961090088,285.3343200683594,44.849998474121094,207.875,61.57209014892578,107.15520477294922,170.8865509033203,770.7787475585938,208.16622924804688,386.3066711425781,48.92062759399414,90.4334487915039,477.2563171386719,340.1129150390625,138.0744171142578,96.77351379394531,57.27947235107422,160.9377899169922,20.195165634155273,87.98210144042969,238.77174377441406,431.41162109375,207.9877166748047,737.3281860351562,3.464884042739868,491.5589599609375,528.7263793945312,48.02702331542969,374.17681884765625,112.0514907836914,55.70051193237305,200.80519104003906,194.68788146972656,47.46797561645508,32.36110305786133,66.9974365234375,15.45804214477539,144.24246215820312,121.98211669921875,282.16729736328125,239.40692138671875,67.07898712158203,25.03299331665039,91.26525115966797,368.35064697265625,103.82860565185547,1429.351318359375,113.5650405883789,35.41950225830078,488.2650146484375,325.4977111816406,147.35302734375,47.46464538574219,314.15228271484375,212.79074096679688,171.74435424804688,513.7366943359375,79.27205657958984,255.83409118652344,115.28007507324219,1541.5655517578125,13.03996467590332,260.6283264160156,194.16769409179688,162.97891235351562,238.10110473632812,285.2066345214844,290.8476257324219,395.47900390625,94.9517822265625,76.66724395751953,525.4600219726562,184.95033264160156,213.976806640625,39.183712005615234,30.546844482421875,378.8002624511719,950.55078125,456.936767578125,227.4547119140625,27.059993743896484,642.4609985351562,711.8527221679688,111.47218322753906,331.267578125,250.68653869628906,69.74107360839844,51.63840866088867,420.7004089355469,296.2215576171875,239.91322326660156,153.48545837402344,510.1665954589844,58.237571716308594,176.95938110351562,318.48468017578125,331.0874938964844,1282.7081298828125,340.29339599609375,763.5972290039062,806.6912231445312
2001-01-03,4.383924961090088,284.838134765625,41.95000076293945,210.85888671875,61.406558990478516,107.15520477294922,166.3895263671875,766.6560668945312,205.1581573486328,384.71673583984375,48.721771240234375,90.4334487915039,469.31036376953125,342.0961608886719,137.57772827148438,96.77351379394531,57.1050910949707,159.94740295410156,20.195165634155273,87.98210144042969,237.04151916503906,431.41162109375,207.9877166748047,736.8310546875,3.464884042739868,486.1571350097656,520.8129272460938,46.42945098876953,365.89544677734375,112.05089569091797,55.551185607910156,204.8536834716797,193.1978302001953,46.87089157104492,31.863237380981445,66.9974365234375,14.979965209960938,142.9488525390625,121.98211669921875,277.833251953125,255.5328369140625,67.07898712158203,24.958269119262695,91.26525115966797,347.55682373046875,102.84453582763672,1417.0687255859375,112.43787384033203,35.41950225830078,477.2702941894531,314.0504150390625,143.6343231201172,46.96765899658203,312.1640319824219,237.1011505126953,166.2620086669922,511.2621765136719,78.37464904785156,245.8600311279297,113.19309997558594,1494.67333984375,12.915298461914062,260.6283264160156,194.83384704589844,162.97891235351562,237.80380249023438,293.8348388671875,290.8476257324219,391.5341491699219,93.80008697509766,75.42263793945312,520.022216796875,185.4475555419922,193.2023468017578,38.43498229980469,31.201265335083008,381.4107971191406,953.0261840820312,450.95733642578125,226.1811065673828,27.059993743896484,632.576904296875,711.8527221679688,112.71072387695312,333.7580871582031,246.72312927246094,69.74107360839844,52.116539001464844,414.7756652832031,301.9846496582031,238.50196838378906,146.17666625976562,506.4617919921875,58.237571716308594,175.97080993652344,318.48468017578125,332.0787658691406,1279.0946044921875,340.29339599609375,765.0325927734375,804.5374145507812
2001-01-04,4.334107398986816,286.5749816894531,45.25,214.83737182617188,62.73063659667969,109.74725341796875,166.8892059326172,771.8095703125,206.36143493652344,373.588623046875,48.821197509765625,87.95582580566406,485.69903564453125,357.9615173339844,137.57772827148438,98.76884460449219,57.36663818359375,157.47142028808594,20.008203506469727,87.98210144042969,239.26608276367188,431.41162109375,207.11851501464844,740.3112182617188,3.464884042739868,486.1571350097656,525.2642822265625,48.8258171081543,372.3374328613281,116.79280090332031,58.78669357299805,208.90225219726562,198.16448974609375,47.26895523071289,32.85896682739258,66.9974365234375,15.139324188232422,145.53614807128906,121.98211669921875,277.833251953125,260.49462890625,67.59303283691406,25.207351684570312,91.26525115966797,363.39971923828125,107.2731704711914,1458.521484375,113.37712860107422,35.41950225830078,492.7628479003906,322.5115051269531,144.09915161132812,49.45270919799805,313.1580810546875,238.6017303466797,170.74752807617188,512.2517700195312,80.26920318603516,248.35354614257812,114.38563537597656,1516.6539306640625,12.928267478942871,261.6212158203125,195.4998321533203,162.97891235351562,243.74893188476562,298.6280822753906,290.8476257324219,396.9583435058594,94.18392181396484,77.29450225830078,526.4486083984375,182.9615936279297,196.52621459960938,40.43159103393555,31.571245193481445,363.9529113769531,953.0261840820312,457.933349609375,235.73764038085938,27.655803680419922,691.8809204101562,740.1876220703125,115.68333435058594,346.2119445800781,249.44790649414062,71.48462677001953,52.59466552734375,422.6766357421875,307.74761962890625,250.6387481689453,148.61288452148438,506.4617919921875,58.73320388793945,176.46514892578125,317.48944091796875,339.513427734375,1329.6806640625,345.5954284667969,767.9033813476562,804.5374145507812
2001-01-05,4.334107398986816,285.3343200683594,44.0,214.83737182617188,63.06174850463867,114.06773376464844,167.38885498046875,792.83642578125,206.36143493652344,371.9988098144531,48.52289962768555,88.10443878173828,484.2091369628906,356.96978759765625,133.23776245117188,99.51708221435547,57.36663818359375,157.47142028808594,19.6342716217041,90.0282211303711,238.524658203125,430.4220275878906,204.1383514404297,741.8026733398438,3.464884042739868,487.95770263671875,524.769775390625,48.7259635925293,376.9045104980469,118.14659118652344,58.78669357299805,226.71560668945312,197.6677703857422,47.21919250488281,32.36110305786133,66.9974365234375,15.617396354675293,150.06385803222656,121.98211669921875,277.833251953125,261.7349853515625,67.59303283691406,25.23225975036621,91.26525115966797,366.370361328125,108.74942016601562,1458.521484375,114.22258758544922,35.41950225830078,482.2679138183594,319.5252990722656,139.91563415527344,51.1922492980957,313.1580810546875,215.49191284179688,167.6575469970703,508.29254150390625,80.06977844238281,247.8548583984375,112.79557037353516,1526.911865234375,12.965168952941895,265.5927734375,194.16769409179688,168.9233856201172,246.22601318359375,296.2314453125,290.8476257324219,397.9446105957031,89.57706451416016,77.91182708740234,527.9314575195312,182.9615936279297,196.52621459960938,41.42991638183594,30.546844482421875,360.4720764160156,955.5013427734375,454.4453125,229.36659240722656,28.05301284790039,686.9387817382812,740.6844482421875,116.17875671386719,345.7136535644531,248.95248413085938,72.48092651367188,52.116539001464844,424.6518859863281,305.4425048828125,243.58258056640625,145.2025604248047,515.7243041992188,58.98102569580078,183.87965393066406,317.48944091796875,350.4175720214844,1365.81298828125,355.717529296875,771.49169921875,799.1521606445312
2001-01-08,4.334107398986816,284.838134765625,42.70000076293945,213.34544372558594,63.88929748535156,116.66068267822266,167.8885498046875,807.8199462890625,203.3531951904297,371.9988098144531,48.423484802246094,88.20355224609375,482.7191467285156,347.05401611328125,138.0744171142578,100.26534271240234,57.27947235107422,157.47142028808594,19.6342716217041,90.0282211303711,238.27745056152344,427.9483947753906,208.60861206054688,741.8026733398438,3.5683486461639404,491.5589599609375,522.2965087890625,48.7259635925293,377.8660888671875,118.54008483886719,58.488033294677734,229.95443725585938,197.6677703857422,47.26895523071289,32.36110305786133,66.9974365234375,15.776752471923828,150.06385803222656,121.98211669921875,273.4991149902344,267.9373779296875,67.59303283691406,25.257177352905273,90.76653289794922,361.41937255859375,107.51924133300781,1481.55078125,116.1011734008789,35.41950225830078,464.7762451171875,315.0458984375,132.47824096679688,51.44076156616211,312.1640319824219,209.18917846679688,164.16876220703125,507.3026428222656,79.87035369873047,248.60287475585938,112.00057983398438,1597.2491455078125,12.965168952941895,276.51422119140625,188.17282104492188,168.9233856201172,246.22601318359375,298.1488037109375,290.8476257324219,397.9446105957031,90.4728775024414,77.91182708740234,529.4146118164062,182.9615936279297,196.52621459960938,41.42991638183594,30.954614639282227,367.43359375,955.5013427734375,455.94012451171875,229.36659240722656,28.05301284790039,688.421630859375,738.1991577148438,116.4264907836914,345.7136535644531,248.95248413085938,71.9827651977539,52.59466552734375,422.6766357421875,304.0016174316406,241.3245086669922,143.74142456054688,531.6552734375,58.98102569580078,184.3739013671875,318.48468017578125,351.90435791015625,1351.35986328125,357.64556884765625,773.2860107421875,791.6132202148438
2001-01-09,4.334107398986816,284.838134765625,43.5,213.34544372558594,63.88929748535156,117.09305572509766,165.3902130126953,818.024658203125,201.54827880859375,371.2040100097656,48.125186920166016,87.46028900146484,481.2293395996094,354.49090576171875,134.68014526367188,100.5147705078125,55.53578186035156,162.42332458496094,19.6342716217041,90.0282211303711,240.25482177734375,423.00103759765625,204.2625274658203,741.8026733398438,3.5683486461639404,491.5589599609375,520.318359375,48.62611389160156,390.36541748046875,119.04718780517578,58.040035247802734,231.9786834716797,196.1778564453125,47.26895523071289,32.36110305786133,67.989990234375,16.25481605529785,150.06385803222656,121.98211669921875,266.2768249511719,267.9373779296875,67.59303283691406,25.282085418701172,90.76653289794922,353.49786376953125,108.01132202148438,1469.2685546875,118.44956970214844,35.46916961669922,464.7762451171875,311.064208984375,132.47824096679688,52.683292388916016,311.6669006347656,238.6017303466797,164.4678955078125,503.34320068359375,78.77350616455078,245.11195373535156,111.80176544189453,1597.2491455078125,12.915298461914062,280.4857482910156,184.8423614501953,168.9233856201172,246.82054138183594,297.6693420410156,290.8476257324219,398.9308776855469,89.8329849243164,78.90750885009766,530.4031372070312,182.9615936279297,197.772705078125,41.42991638183594,31.201265335083008,365.6932373046875,972.8292236328125,455.4420471191406,228.41128540039062,28.10266876220703,686.9387817382812,754.1064453125,116.4264907836914,371.1192321777344,248.7047882080078,72.72998046875,53.5509147644043,412.80047607421875,315.5278015136719,239.06651306152344,148.12588500976562,532.7666625976562,59.77406692504883,183.87965393066406,318.48468017578125,347.9391784667969,1344.133544921875,361.0195617675781,776.874267578125,791.6132202148438
2001-01-10,4.334107398986816,285.0862121582031,43.0,208.3723602294922,63.88929748535156,120.11739349365234,158.89453125,809.262939453125,201.54827880859375,368.0245361328125,47.52861022949219,87.46028900146484,479.7393798828125,354.49090576171875,141.55108642578125,100.5147705078125,52.571563720703125,160.9377899169922,19.6342716217041,90.0282211303711,240.996337890625,418.05364990234375,203.939697265625,741.8026733398438,3.5683486461639404,480.75531005859375,517.3507080078125,48.526268005371094,392.2884521484375,118.2895278930664,57.492496490478516,226.71560668945312,192.2046661376953,47.1694450378418,32.36110305786133,68.9825439453125,17.370325088500977,147.47650146484375,121.98211669921875,269.1659851074219,267.9373779296875,67.59303283691406,25.207351684570312,89.76913452148438,349.5370788574219,107.76529693603516,1466.198486328125,118.8251953125,35.46916961669922,457.7796630859375,305.589599609375,136.19688415527344,52.186275482177734,311.6669006347656,235.60052490234375,162.3746337890625,500.37384033203125,76.77925109863281,237.6314697265625,111.5036392211914,1523.981201171875,12.915298461914062,278.9964599609375,187.17364501953125,168.427978515625,248.00961303710938,297.1900939941406,290.8476257324219,398.9308776855469,90.34493255615234,78.90750885009766,540.2897338867188,185.4475555419922,209.40638732910156,41.180335998535156,31.995962142944336,366.56329345703125,972.8292236328125,455.4420471191406,229.36659240722656,28.15231704711914,675.0782470703125,755.5980834960938,118.65593719482422,371.1192321777344,245.7322235107422,72.23184204101562,54.507171630859375,410.8251953125,309.4765625,237.65518188476562,151.04916381835938,523.1339111328125,59.77406692504883,179.43093872070312,317.48944091796875,342.9828186035156,1326.067138671875,362.9476013183594,785.8448486328125,791.6132202148438
2001-01-11,4.334107398986816,285.83062744140625,44.70000076293945,208.3723602294922,63.88929748535156,120.5488510131836,156.3961639404297,801.6353149414062,201.54827880859375,357.6911315917969,47.52861022949219,87.46028900146484,480.2361145019531,372.8351135253906,142.5443878173828,100.5147705078125,49.694522857666016,161.9281005859375,19.6342716217041,90.0282211303711,241.73788452148438,415.5799560546875,205.62840270996094,741.8026733398438,3.5683486461639404,482.5559997558594,515.8671875,48.326576232910156,390.6058349609375,119.03909301757812,57.39293670654297,226.71560668945312,192.2046661376953,47.119693756103516,31.863237380981445,68.9825439453125,17.210973739624023,148.77020263671875,121.98211669921875,270.6108703613281,267.9373779296875,67.59303283691406,25.257177352905273,89.2703857421875,351.5174255371094,106.78115844726562,1460.056640625,120.70391845703125,35.46916961669922,447.7845153808594,305.0918884277344,136.19688415527344,51.1922492980957,312.1640319824219,204.08700561523438,162.4742431640625,500.8686218261719,75.38323974609375,232.89376831054688,111.10613250732422,1562.0804443359375,12.815567970275879,278.9964599609375,189.838134765625,168.427978515625,248.30682373046875,298.1488037109375,290.8476257324219,399.9171447753906,90.08903503417969,78.90750885009766,542.7611083984375,184.45314025878906,215.22323608398438,40.68117904663086,31.995962142944336,361.6141357421875,975.3047485351562,457.4351806640625,220.44680786132812,28.25162124633789,674.5841064453125,755.5980834960938,120.6376724243164,371.1192321777344,246.22769165039062,70.9864730834961,54.507171630859375,396.99945068359375,301.9846496582031,231.72799682617188,158.35797119140625,518.688232421875,59.72447967529297,167.5677032470703,317.48944091796875,344.9654541015625,1271.8681640625,362.46551513671875,787.6390991210938,791.6132202148438
2001-01-12,4.334107398986816,291.7852783203125,45.5,206.3831024169922,63.88929748535156,121.41345977783203,157.8951873779297,791.3273315429688,201.54827880859375,341.7939147949219,47.628013610839844,87.46028900146484,482.2225341796875,380.2720947265625,142.0477752685547,100.76419067382812,50.130374908447266,161.9281005859375,19.6342716217041,90.0282211303711,242.7266387939453,415.5799560546875,204.88340759277344,741.8026733398438,3.5683486461639404,481.4755554199219,519.3294067382812,48.62611389160156,390.36541748046875,120.785888671875,58.43824768066406,215.62269592285156,193.69454956054688,47.26895523071289,35.3482780456543,68.9825439453125,17.210973739624023,150.06385803222656,119.49268341064453,271.0921630859375,267.9373779296875,67.59303283691406,25.282085418701172,89.2703857421875,356.4684143066406,107.76529693603516,1455.4510498046875,121.36151123046875,35.46916961669922,451.2828369140625,311.064208984375,136.19688415527344,51.44076156616211,314.15228271484375,211.59027099609375,165.0659637451172,502.84832763671875,74.88467407226562,233.641845703125,112.49744415283203,1538.634765625,12.890366554260254,278.9964599609375,189.838134765625,168.427978515625,249.39678955078125,298.1488037109375,290.8476257324219,401.8896179199219,90.08903503417969,80.40103912353516,546.2213134765625,183.9560089111328,216.05422973632812,41.42991638183594,37.18768310546875,354.6527099609375,975.3047485351562,459.4282531738281,220.44680786132812,28.301280975341797,662.22900390625,760.5689697265625,122.12393188476562,371.1192321777344,249.44790649414062,71.73370361328125,54.507171630859375,400.9499816894531,304.86602783203125,236.5261993408203,160.79522705078125,513.87158203125,59.72447967529297,169.54486083984375,317.48944091796875,344.4698181152344,1214.055908203125,360.0555725097656,793.0213623046875,791.6132202148438
